Name,Alternating,DT Name,DT Rank,DT Notation,Conway Notation,Gauss Notation,PD Notation,Crossing Number,Unknotting Number,Bridge Index,Braid Index,Braid Length,Braid Notation,Symmetry Type,Full Symmetry Group,Montesinos Notation
9_30,Y,9a_1,37,[4; 8; 10; 14; 2; 16; 6; 18; 12],[211;21;2],{1; -2; 3; -4; 5; -6; 7; -1; 2; -8; 6; -7; 8; -9; 4; -3; 9; -5},[[1;9;2;8];[3;16;4;17];[5;1;6;18];[7;12;8;13];[9;3;10;2];[11;6;12;7];[13;10;14;11];[15;4;16;5];[17;15;18;14]],9,1,3,4,9,{-1;-1;2;2;-1;2;-3;2;-3},reversible,D1,K(3/5;2/3;1/2)
9_31,Y,9a_13,49,[4; 10; 12; 14; 2; 18; 16; 8; 6],[2111112],{1; -2; 3; -4; 5; -6; 7; -1; 8; -3; 9; -5; 6; -9; 4; -8; 2; -7},[[1;9;2;8];[3;10;4;11];[5;13;6;12];[7;1;8;18];[9;16;10;17];[11;15;12;14];[13;7;14;6];[15;4;16;5];[17;3;18;2]],9,2,2,4,9,{1;1;-2;1;-2;3;-2;3;3},reversible,D4,K(21/55)
9_32,Y,9a_6,42,[4; 8; 12; 14; 2; 16; 18; 10; 6],[.21.20],{-1; 2; -3; 4; -5; 6; -2; 7; -4; 5; -8; 9; -6; 3; -7; 1; -9; 8},[[2;8;3;7];[4;9;5;10];[6;13;7;14];[8;16;9;15];[10;5;11;6];[12;17;13;18];[14;3;15;4];[16;2;17;1];[18;11;1;12]],9,2,3,4,9,{-1;-1;2;-1;2;-1;-3;2;-3},chiral,1,Not Montesinos
9_33,Y,9a_11,47,[4; 8; 14; 12; 2; 16; 18; 10; 6],[.21.2],{1; -2; 3; -4; 5; -6; 4; -7; 2; -8; 6; -5; 9; -1; 8; -3; 7; -9},[[1;15;2;14];[3;16;4;17];[5;12;6;13];[7;5;8;4];[9;2;10;3];[11;6;12;7];[13;1;14;18];[15;11;16;10];[17;8;18;9]],9,1,3,4,9,{-1;2;-1;2;2;-1;-3;2;-3},chiral,1,Not Montesinos
9_34,Y,9a_28,64,[6; 8; 10; 16; 14; 18; 4; 2; 12],[8*20],{-1; 2; -3; 4; -5; 6; -7; 3; -8; 5; -9; 7; -2; 1; -6; 9; -4; 8},[[2;13;3;14];[4;17;5;18];[6;16;7;15];[8;4;9;3];[10;5;11;6];[12;8;13;7];[14;1;15;2];[16;11;17;12];[18;10;1;9]],9,1,3,4,9,{-1;2;-1;2;-3;2;-1;2;-3},reversible,D1,Not Montesinos
9_35,Y,9a_40,76,[8; 12; 16; 14; 18; 4; 2; 6; 10],[3;3;3],{-1; 2; -3; 4; -5; 6; -7; 8; -9; 3; -2; 1; -6; 5; -4; 9; -8; 7},[[2;12;3;11];[4;16;5;15];[6;14;7;13];[8;18;9;17];[10;4;11;3];[12;2;13;1];[14;6;15;5];[16;10;17;9];[18;8;1;7]],9,3,3,5,14,{1;1;2;-1;2;2;3;-2;-2;4;-3;2;4;3},reversible,D6,K(1/3;1/3;1/3)
9_36,Y,9a_9,45,[4; 8; 14; 10; 2; 16; 18; 6; 12],[22;3;2],{-1; 2; -3; 4; -5; 3; -6; 7; -8; 5; -4; 8; -9; 1; -2; 6; -7; 9},[[2;15;3;16];[4;11;5;12];[6;4;7;3];[8;17;9;18];[10;5;11;6];[12;10;13;9];[14;1;15;2];[16;7;17;8];[18;13;1;14]],9,2,3,4,9,{-1;-1;-1;2;-1;-1;-3;2;-3},reversible,D1,K(2/5;1/3;1/2)
9_37,Y,9a_18,54,[4; 10; 14; 12; 16; 2; 6; 18; 8],[3;21;21],{1; -2; 3; -4; 5; -6; 7; -8; 2; -1; 8; -9; 4; -3; 9; -7; 6; -5},[[1;10;2;11];[3;14;4;15];[5;1;6;18];[7;17;8;16];[9;2;10;3];[11;9;12;8];[13;4;14;5];[15;13;16;12];[17;7;18;6]],9,2,3,5,12,{1;1;-2;1;3;-2;-1;-4;3;-2;3;-4},reversible,D2,K(1/3;2/3;2/3)
9_38,Y,9a_30,66,[6; 10; 14; 18; 4; 16; 2; 8; 12],[.2.2.2],{-1; 2; -3; 4; -5; 6; -7; 3; -4; 8; -9; 5; -2; 1; -6; 9; -8; 7},[[2;14;3;13];[4;10;5;9];[6;16;7;15];[8;4;9;3];[10;18;11;17];[12;6;13;5];[14;2;15;1];[16;12;17;11];[18;8;1;7]],9,3,3,4,11,{1;1;2;2;-3;2;-1;2;3;3;2},reversible,D1,Not Montesinos
9_39,Y,9a_32,68,[6; 10; 14; 18; 16; 2; 8; 4; 12],[2:2:20],{1; -2; 3; -4; 5; -6; 7; -8; 9; -5; 2; -1; 6; -9; 4; -3; 8; -7},[[1;12;2;13];[3;17;4;16];[5;10;6;11];[7;18;8;1];[9;14;10;15];[11;2;12;3];[13;6;14;7];[15;5;16;4];[17;8;18;9]],9,1,3,5,12,{-1;-1;-2;1;3;2;-1;-4;-3;2;-3;-4},reversible,D1,Not Montesinos
9_40,Y,9a_37,73,[6; 16; 14; 12; 4; 2; 18; 10; 8],[9*],{1; -2; 3; -4; 5; -6; 2; -7; 8; -5; 9; -3; 7; -1; 6; -9; 4; -8},[[1;15;2;14];[3;12;4;13];[5;11;6;10];[7;3;8;2];[9;18;10;1];[11;17;12;16];[13;9;14;8];[15;6;16;7];[17;5;18;4]],9,2,3,4,9,{1;-2;1;3;-2;1;3;-2;3},reversible,D6,Not Montesinos
9_41,Y,9a_29,65,[6; 10; 14; 12; 16; 2; 18; 4; 8],[20:20:20],{1; -2; 3; -4; 5; -6; 2; -7; 8; -9; 4; -3; 7; -1; 6; -5; 9; -8},[[1;15;2;14];[3;12;4;13];[5;16;6;17];[7;3;8;2];[9;18;10;1];[11;4;12;5];[13;9;14;8];[15;6;16;7];[17;10;18;11]],9,2,3,5,12,{-1;-1;-2;1;3;2;2;-4;-3;2;-3;-4},reversible,D3,Not Montesinos
9_42,N,9n_4,81,[4; 8; 10; -14; 2; -16; -18; -6; -12],[22;3;2-],{1; -2; 3; -1; 4; 5; -6; -3; 2; -4; -7; 8; -9; 6; -5; 7; -8; 9},[[1;5;2;4];[5;11;6;10];[3;8;4;9];[9;2;10;3];[16;11;17;12];[14;8;15;7];[6;16;7;15];[18;13;1;14];[12;17;13;18]],9,1,3,4,9,{-1;-1;-1;2;1;1;-3;2;-3},reversible,D1,K(2/5;1/3;-1/2)
9_43,N,9n_3,80,[4; 8; 10; 14; 2; -16; 6; -18; -12],[211;3;2-],{1; -2; 3; -4; 5; 6; -7; -1; 2; 8; -6; 7; -8; -9; 4; -3; 9; -5},[[1;9;2;8];[3;16;4;17];[5;1;6;18];[6;12;7;11];[9;3;10;2];[10;14;11;13];[12;8;13;7];[15;4;16;5];[17;15;18;14]],9,2,3,4,9,{1;1;1;2;1;1;-3;2;-3},reversible,D1,K(3/5;1/3;-1/2)
9_44,N,9n_1,78,[4; 8; 10; -14; 2; -16; -6; -18; -12],[22;21;2-],{-1; 2; 3; -4; 5; 6; -7; 1; -2; 8; -6; 7; -8; -9; 4; -3; 9; -5},[[2;9;3;10];[3;16;4;17];[5;1;6;18];[6;12;7;11];[8;1;9;2];[10;14;11;13];[12;8;13;7];[15;4;16;5];[17;15;18;14]],9,1,3,4,9,{1;1;1;2;-1;-1;-3;2;-3},reversible,D1,K(2/5;2/3;-1/2)
9_45,N,9n_2,79,[4; 8; 10; -14; 2; 16; -6; 18; 12],[211;21;2-],{-1; 2; 3; -4; 5; -6; 7; 1; -2; -8; 6; -7; 8; -9; 4; -3; 9; -5},[[2;9;3;10];[3;16;4;17];[5;1;6;18];[7;12;8;13];[8;1;9;2];[11;6;12;7];[13;10;14;11];[15;4;16;5];[17;15;18;14]],9,1,3,4,9,{-1;-1;-2;1;-2;-1;-3;2;-3},reversible,D1,K(3/5;2/3;-1/2)
9_46,N,9n_5,82,[4; 10; -14; -12; -16; 2; -6; -18; -8],[3;3;21-],{-1; 2; 3; -4; -5; 6; -7; 8; -2; 1; -8; -9; 4; -3; 9; 7; -6; 5},[[2;10;3;9];[3;14;4;15];[6;17;7;18];[8;11;9;12];[10;2;11;1];[13;4;14;5];[15;13;16;12];[16;7;17;8];[18;5;1;6]],9,2,3,4,9,{-1;2;-1;2;-3;-2;1;-2;-3},reversible,D2,K(1/3;1/3;-1/3)
9_47,N,9n_7,84,[6; 8; 10; 16; 14; -18; 4; 2; -12],[8*-20],{1; -2; -3; 4; -5; 6; -7; 3; -8; 5; -9; 7; 2; -1; -6; 9; -4; 8},[[1;15;2;14];[4;17;5;18];[6;16;7;15];[8;4;9;3];[10;5;11;6];[12;8;13;7];[13;3;14;2];[16;11;17;12];[18;10;1;9]],9,2,3,4,9,{-1;2;-1;2;3;2;-1;2;3},reversible,D3,Not Montesinos
9_48,N,9n_6,83,[4; 10; -14; -12; 16; 2; -6; 18; 8],[21;21;21-],{1; -2; 3; -4; -5; 6; -7; -8; 2; -1; 8; -9; 4; -3; 9; 7; -6; 5},[[1;10;2;11];[3;14;4;15];[6;17;7;18];[9;2;10;3];[11;9;12;8];[13;4;14;5];[15;13;16;12];[16;7;17;8];[18;5;1;6]],9,2,3,4,11,{-1;-1;-2;1;-2;-1;3;-2;1;-2;3},reversible,D6,K(2/3;2/3;-1/3)
9_49,N,9n_8,85,[6; -10; -14; 12; -16; -2; 18; -4; -8],[-20:-20:-20],{1; -2; -3; 4; -5; 6; 2; -7; -8; 9; -4; 3; 7; -1; -6; 5; -9; 8},[[1;15;2;14];[4;12;5;11];[6;16;7;15];[7;3;8;2];[10;18;11;17];[12;4;13;3];[13;9;14;8];[16;6;17;5];[18;10;1;9]],9,3,3,4,11,{1;1;2;1;1;-3;2;-1;2;3;3},reversible,D3,Not Montesinos
10_1,Y,10a_75,160,[4; 12; 20; 18; 16; 14; 2; 10; 8; 6],[82],{-1; 2; -3; 4; -5; 6; -7; 8; -9; 10; -2; 1; -10; 9; -8; 7; -6; 5; -4; 3},[[2;11;3;12];[4;20;5;19];[6;18;7;17];[8;16;9;15];[10;14;11;13];[12;1;13;2];[14;10;15;9];[16;8;17;7];[18;6;19;5];[20;4;1;3]],10,1,2,6,13,{1;1;2;-1;2;3;-2;3;4;-3;-5;4;-5},reversible,D2,K(8/17)
10_2,Y,10a_59,144,[4; 12; 14; 16; 18; 20; 2; 6; 8; 10],[712],{1; -2; 3; -4; 2; -5; 6; -7; 8; -9; 10; -1; 4; -3; 5; -6; 7; -8; 9; -10},[[1;13;2;12];[3;14;4;15];[5;3;6;2];[7;17;8;16];[9;19;10;18];[11;1;12;20];[13;4;14;5];[15;7;16;6];[17;9;18;8];[19;11;20;10]],10,3,2,3,10,{1;1;1;1;1;1;1;-2;1;-2},reversible,D2,K(8/23)
10_3,Y,10a_117,202,[6; 14; 12; 20; 18; 16; 4; 2; 10; 8],[64],{-1; 2; -3; 4; -5; 6; -7; 3; -2; 1; -8; 9; -10; 7; -6; 5; -4; 10; -9; 8},[[2;10;3;9];[4;17;5;18];[6;15;7;16];[8;4;9;3];[10;2;11;1];[12;20;13;19];[14;7;15;8];[16;5;17;6];[18;14;19;13];[20;12;1;11]],10,2,2,6,13,{1;1;2;-1;2;3;-2;-4;3;-4;-5;4;-5},reversible,D2,K(6/25)
10_4,Y,10a_113,198,[6; 12; 14; 20; 18; 16; 4; 2; 10; 8],[613],{-1; 2; -3; 4; -5; 6; -7; 8; -9; 10; -4; 1; -2; 3; -10; 9; -8; 7; -6; 5},[[2;13;3;14];[4;11;5;12];[6;20;7;19];[8;18;9;17];[10;16;11;15];[12;1;13;2];[14;3;15;4];[16;10;17;9];[18;8;19;7];[20;6;1;5]],10,2,2,5,12,{-1;-1;-1;2;-1;2;3;-2;3;4;-3;4},reversible,D2,K(7/27)
10_5,Y,10a_56,141,[4; 12; 14; 16; 18; 2; 20; 6; 8; 10],[6112],{-1; 2; -3; 4; -5; 6; -7; 5; -8; 9; -10; 1; -2; 3; -6; 7; -4; 8; -9; 10},[[2;13;3;14];[4;17;5;18];[6;16;7;15];[8;6;9;5];[10;19;11;20];[12;1;13;2];[14;3;15;4];[16;8;17;7];[18;9;19;10];[20;11;1;12]],10,2,2,3,10,{-1;-1;-1;-1;-1;-1;2;-1;2;2},reversible,D2,K(13/33)
10_6,Y,10a_70,155,[4; 12; 16; 18; 20; 14; 2; 10; 6; 8],[532],{-1; 2; -3; 4; -5; 6; -7; 8; -9; 10; -2; 1; -10; 9; -4; 5; -6; 7; -8; 3},[[2;11;3;12];[4;16;5;15];[6;18;7;17];[8;20;9;19];[10;14;11;13];[12;1;13;2];[14;10;15;9];[16;6;17;5];[18;8;19;7];[20;4;1;3]],10,3,2,4,11,{1;1;1;1;1;1;2;-1;-3;2;-3},reversible,D2,K(16/37)
10_7,Y,10a_65,150,[4; 12; 14; 18; 16; 20; 2; 10; 8; 6],[5212],{1; -2; 3; -4; 5; -6; 7; -8; 9; -10; 2; -1; 10; -3; 8; -7; 6; -5; 4; -9},[[1;12;2;13];[3;15;4;14];[5;19;6;18];[7;17;8;16];[9;1;10;20];[11;2;12;3];[13;11;14;10];[15;9;16;8];[17;7;18;6];[19;5;20;4]],10,1,2,5,12,{1;1;2;-1;2;3;-2;3;3;-4;3;-4},reversible,D2,K(16/43)
10_8,Y,10a_114,199,[6; 14; 12; 16; 18; 20; 4; 2; 8; 10],[514],{1; -2; 3; -4; 5; -6; 7; -8; 9; -3; 2; -1; 10; -5; 6; -7; 8; -9; 4; -10},[[1;12;2;13];[3;10;4;11];[5;15;6;14];[7;17;8;16];[9;19;10;18];[11;2;12;3];[13;20;14;1];[15;7;16;6];[17;9;18;8];[19;5;20;4]],10,2,2,4,11,{1;1;1;1;1;-2;1;-2;-3;2;-3},reversible,D2,K(6/29)
10_9,Y,10a_110,195,[6; 12; 14; 16; 18; 20; 4; 2; 8; 10],[5113],{1; -2; 3; -4; 5; -6; 2; -7; 8; -9; 10; -1; 4; -5; 6; -3; 7; -8; 9; -10},[[1;13;2;12];[3;16;4;17];[5;14;6;15];[7;3;8;2];[9;19;10;18];[11;1;12;20];[13;4;14;5];[15;6;16;7];[17;9;18;8];[19;11;20;10]],10,1,2,3,10,{1;1;1;1;1;-2;1;-2;-2;-2},reversible,D2,K(11/39)
10_10,Y,10a_64,149,[4; 12; 14; 18; 16; 2; 20; 10; 8; 6],[51112],{1; -2; 3; -4; 5; -6; 7; -8; 9; -1; 2; -9; 10; -7; 6; -5; 4; -3; 8; -10},[[1;11;2;10];[3;18;4;19];[5;16;6;17];[7;14;8;15];[9;13;10;12];[11;3;12;2];[13;20;14;1];[15;6;16;7];[17;4;18;5];[19;8;20;9]],10,1,2,5,12,{1;1;-2;1;-2;-2;-3;2;-3;-4;3;-4},reversible,D2,K(17/45)
10_11,Y,10a_116,201,[6; 14; 12; 18; 20; 16; 4; 2; 10; 8],[433],{-1; 2; -3; 4; -5; 1; -6; 7; -8; 9; -10; 5; -4; 3; -2; 10; -7; 8; -9; 6},[[2;15;3;16];[4;13;5;14];[6;2;7;1];[8;18;9;17];[10;20;11;19];[12;5;13;6];[14;3;15;4];[16;12;17;11];[18;10;19;9];[20;8;1;7]],10,[2;3],2,5,12,{1;1;1;1;2;-1;-3;2;-3;-4;3;-4},reversible,D2,K(13/43)
10_12,Y,10a_43,128,[4; 10; 14; 16; 2; 20; 18; 6; 8; 12],[4312],{-1; 2; -3; 4; -5; 6; -7; 8; -9; 1; -2; 7; -6; 5; -10; 3; -4; 10; -8; 9},[[2;11;3;12];[4;18;5;17];[6;13;7;14];[8;19;9;20];[10;1;11;2];[12;7;13;8];[14;5;15;6];[16;4;17;3];[18;16;19;15];[20;9;1;10]],10,2,2,4,11,{-1;-1;-1;-1;-1;-2;1;3;-2;3;3},reversible,D2,K(17/47)
10_13,Y,10a_54,139,[4; 10; 18; 16; 12; 2; 20; 8; 6; 14],[4222],{-1; 2; -3; 4; -5; 6; -4; 1; -7; 8; -9; 10; -6; 5; -10; 3; -2; 9; -8; 7},[[2;17;3;18];[4;8;5;7];[6;13;7;14];[8;2;9;1];[10;20;11;19];[12;16;13;15];[14;5;15;6];[16;3;17;4];[18;12;19;11];[20;10;1;9]],10,2,2,6,11,{1;1;2;-1;-3;2;4;-3;-5;4;-5},reversible,D2,K(22/53)
10_14,Y,10a_33,118,[4; 10; 12; 16; 18; 2; 20; 6; 8; 14],[42112],{1; -2; 3; -4; 5; -6; 7; -8; 9; -5; 4; -10; 2; -1; 10; -3; 6; -7; 8; -9},[[1;14;2;15];[3;17;4;16];[5;11;6;10];[7;19;8;18];[9;1;10;20];[11;5;12;4];[13;2;14;3];[15;13;16;12];[17;7;18;6];[19;9;20;8]],10,2,2,4,11,{1;1;1;1;1;2;-1;2;-3;2;-3},reversible,D2,K(22/57)
10_15,Y,10a_68,153,[4; 12; 16; 18; 14; 2; 10; 20; 6; 8],[4132],{-1; 2; -3; 4; -2; 1; -5; 6; -7; 8; -9; 5; -10; 3; -4; 10; -6; 7; -8; 9},[[2;6;3;5];[4;16;5;15];[6;2;7;1];[8;17;9;18];[10;19;11;20];[12;7;13;8];[14;4;15;3];[16;14;17;13];[18;9;19;10];[20;11;1;12]],10,2,2,4,11,{-1;-1;-1;-1;2;-1;2;3;-2;3;3},reversible,D2,K(19/43)
10_16,Y,10a_115,200,[6; 14; 12; 16; 18; 20; 4; 2; 10; 8],[4123],{1; -2; 3; -4; 5; -6; 7; -8; 2; -1; 9; -10; 8; -3; 6; -5; 4; -7; 10; -9},[[1;10;2;11];[3;15;4;14];[5;17;6;16];[7;19;8;18];[9;2;10;3];[11;20;12;1];[13;9;14;8];[15;7;16;6];[17;5;18;4];[19;12;20;13]],10,2,2,5,12,{1;1;2;-1;2;2;-3;2;-3;-4;3;-4},reversible,D2,K(14/47)
10_17,Y,10a_107,192,[6; 12; 14; 16; 18; 2; 4; 20; 8; 10],[4114],{-1; 2; -3; 4; -5; 1; -6; 7; -8; 9; -2; 3; -4; 5; -10; 6; -7; 8; -9; 10},[[6;2;7;1];[12;4;13;3];[20;15;1;16];[16;7;17;8];[18;9;19;10];[8;17;9;18];[10;19;11;20];[14;6;15;5];[2;12;3;11];[4;14;5;13]],10,1,2,3,10,{1;1;1;1;-2;1;-2;-2;-2;-2},fully amphicheiral,D4,K(9/41)
10_18,Y,10a_63,148,[4; 12; 14; 18; 16; 2; 10; 20; 8; 6],[41122],{-1; 2; -3; 4; -5; 6; -7; 8; -4; 9; -10; 1; -2; 10; -8; 7; -6; 5; -9; 3},[[2;14;3;13];[4;10;5;9];[6;17;7;18];[8;15;9;16];[10;20;11;19];[12;2;13;1];[14;12;15;11];[16;7;17;8];[18;5;19;6];[20;4;1;3]],10,1,2,5,12,{1;1;1;2;-1;2;-3;2;-3;-4;3;-4},reversible,D2,K(23/55)
10_19,Y,10a_108,193,[6; 12; 14; 16; 18; 2; 4; 20; 10; 8],[41113],{1; -2; 3; -4; 5; -6; 7; -8; 9; -5; 10; -1; 2; -3; 8; -7; 6; -9; 4; -10},[[1;13;2;12];[3;15;4;14];[5;10;6;11];[7;16;8;17];[9;18;10;19];[11;1;12;20];[13;3;14;2];[15;8;16;9];[17;6;18;7];[19;5;20;4]],10,2,2,4,11,{1;1;1;1;-2;1;-2;-2;-3;2;-3},reversible,D2,K(14/51)
10_20,Y,10a_74,159,[4; 12; 18; 20; 16; 14; 2; 10; 8; 6],[352],{-1; 2; -3; 4; -5; 3; -2; 1; -6; 7; -8; 9; -10; 5; -4; 10; -7; 8; -9; 6},[[2;8;3;7];[4;15;5;16];[6;4;7;3];[8;2;9;1];[10;18;11;17];[12;20;13;19];[14;5;15;6];[16;14;17;13];[18;12;19;11];[20;10;1;9]],10,2,2,5,12,{1;1;1;1;2;-1;2;3;-2;-4;3;-4},reversible,D2,K(16/35)
10_21,Y,10a_60,145,[4; 12; 14; 16; 18; 20; 2; 6; 10; 8],[3412],{1; -2; 3; -4; 5; -6; 7; -8; 9; -7; 10; -3; 2; -1; 4; -5; 6; -9; 8; -10},[[1;15;2;14];[3;13;4;12];[5;17;6;16];[7;11;8;10];[9;18;10;19];[11;1;12;20];[13;3;14;2];[15;5;16;4];[17;7;18;6];[19;8;20;9]],10,2,2,4,11,{1;1;2;-1;2;2;2;2;-3;2;-3},reversible,D2,K(16/45)
10_22,Y,10a_112,197,[6; 12; 14; 18; 20; 16; 4; 2; 10; 8],[3313],{-1; 2; -3; 4; -5; 6; -7; 8; -9; 1; -2; 10; -8; 5; -6; 7; -4; 3; -10; 9},[[2;11;3;12];[4;18;5;17];[6;16;7;15];[8;14;9;13];[10;1;11;2];[12;19;13;20];[14;6;15;5];[16;8;17;7];[18;4;19;3];[20;9;1;10]],10,2,2,4,11,{1;1;1;1;2;-1;-3;2;-3;-3;-3},reversible,D2,K(13/49)
10_23,Y,10a_57,142,[4; 12; 14; 16; 18; 2; 20; 6; 10; 8],[33112],{-1; 2; -3; 4; -5; 6; -7; 8; -9; 1; -4; 3; -2; 7; -10; 5; -6; 10; -8; 9},[[2;13;3;14];[4;11;5;12];[6;18;7;17];[8;19;9;20];[10;1;11;2];[12;3;13;4];[14;7;15;8];[16;6;17;5];[18;16;19;15];[20;9;1;10]],10,1,2,4,11,{1;1;-2;1;-2;-2;-2;-2;-3;2;-3},reversible,D2,K(23/59)
10_24,Y,10a_71,156,[4; 12; 16; 18; 20; 14; 2; 10; 8; 6],[3232],{-1; 2; -3; 4; -5; 6; -7; 5; -4; 3; -8; 9; -2; 1; -10; 7; -6; 8; -9; 10},[[2;14;3;13];[4;10;5;9];[6;17;7;18];[8;6;9;5];[10;4;11;3];[12;20;13;19];[14;2;15;1];[16;7;17;8];[18;12;19;11];[20;16;1;15]],10,2,2,5,12,{1;1;2;-1;2;2;2;3;-2;-4;3;-4},reversible,D2,K(24/55)
10_25,Y,10a_61,146,[4; 12; 14; 16; 18; 20; 2; 10; 8; 6],[32212],{1; -2; 3; -4; 5; -6; 7; -8; 9; -1; 4; -5; 6; -3; 2; -10; 8; -7; 10; -9},[[1;11;2;10];[3;15;4;14];[5;13;6;12];[7;18;8;19];[9;1;10;20];[11;5;12;4];[13;7;14;6];[15;3;16;2];[17;8;18;9];[19;17;20;16]],10,2,2,4,11,{1;1;1;1;2;-1;2;2;-3;2;-3},reversible,D2,K(24/65)
10_26,Y,10a_111,196,[6; 12; 14; 16; 18; 20; 4; 2; 10; 8],[32113],{1; -2; 3; -4; 5; -6; 7; -8; 9; -10; 4; -1; 2; -3; 10; -5; 8; -7; 6; -9},[[1;12;2;13];[3;14;4;15];[5;17;6;16];[7;19;8;18];[9;1;10;20];[11;4;12;5];[13;2;14;3];[15;11;16;10];[17;9;18;8];[19;7;20;6]],10,1,2,4,11,{-1;-1;-1;2;-1;2;2;2;3;-2;3},reversible,D2,K(17/61)
10_27,Y,10a_58,143,[4; 12; 14; 16; 18; 2; 20; 10; 8; 6],[321112],{1; -2; 3; -4; 5; -6; 7; -8; 9; -1; 2; -9; 10; -7; 4; -5; 6; -3; 8; -10},[[1;11;2;10];[3;18;4;19];[5;16;6;17];[7;14;8;15];[9;13;10;12];[11;3;12;2];[13;20;14;1];[15;4;16;5];[17;6;18;7];[19;8;20;9]],10,1,2,4,11,{-1;-1;-1;-1;-2;1;-2;3;-2;3;3},reversible,D2,K(27/71)
10_28,Y,10a_44,129,[4; 10; 14; 16; 2; 20; 18; 8; 6; 12],[31312],{1; -2; 3; -4; 5; -6; 7; -1; 2; -7; 8; -9; 10; -5; 4; -3; 6; -10; 9; -8},[[1;9;2;8];[3;16;4;17];[5;14;6;15];[7;11;8;10];[9;3;10;2];[11;20;12;1];[13;18;14;19];[15;4;16;5];[17;6;18;7];[19;12;20;13]],10,2,2,5,12,{-1;-1;-2;1;-2;-2;-3;2;4;-3;4;4},reversible,D2,K(19/53)
10_29,Y,10a_53,138,[4; 10; 16; 18; 12; 2; 20; 8; 6; 14],[31222],{-1; 2; -3; 1; -4; 5; -6; 7; -8; 9; -5; 4; -10; 3; -2; 10; -7; 8; -9; 6},[[2;15;3;16];[4;2;5;1];[6;11;7;12];[8;18;9;17];[10;20;11;19];[12;5;13;6];[14;3;15;4];[16;14;17;13];[18;10;19;9];[20;8;1;7]],10,2,2,5,10,{1;1;1;-2;1;3;-2;-4;3;-4},reversible,D2,K(26/63)
10_30,Y,10a_34,119,[4; 10; 12; 16; 18; 2; 20; 8; 6; 14],[312112],{1; -2; 3; -4; 5; -6; 7; -8; 9; -5; 4; -10; 2; -1; 10; -3; 8; -7; 6; -9},[[1;14;2;15];[3;17;4;16];[5;11;6;10];[7;19;8;18];[9;1;10;20];[11;5;12;4];[13;2;14;3];[15;13;16;12];[17;9;18;8];[19;7;20;6]],10,1,2,5,12,{1;1;2;-1;2;2;3;-2;3;-4;3;-4},reversible,D2,K(26/67)
10_31,Y,10a_69,154,[4; 12; 16; 18; 14; 2; 10; 20; 8; 6],[31132],{-1; 2; -3; 4; -2; 1; -5; 6; -7; 8; -9; 5; -10; 3; -4; 10; -6; 9; -8; 7},[[2;6;3;5];[4;16;5;15];[6;2;7;1];[8;17;9;18];[10;19;11;20];[12;7;13;8];[14;4;15;3];[16;14;17;13];[18;11;19;12];[20;9;1;10]],10,1,2,5,12,{1;1;1;2;-1;-3;2;-3;-3;-4;3;-4},reversible,D2,K(25/57)
10_32,Y,10a_55,140,[4; 12; 14; 16; 18; 2; 10; 20; 8; 6],[311122],{-1; 2; -3; 4; -5; 6; -7; 8; -4; 9; -10; 1; -2; 10; -6; 7; -8; 5; -9; 3},[[2;14;3;13];[4;10;5;9];[6;15;7;16];[8;17;9;18];[10;20;11;19];[12;2;13;1];[14;12;15;11];[16;7;17;8];[18;5;19;6];[20;4;1;3]],10,1,2,4,11,{-1;-1;-1;2;-1;2;2;3;-2;3;3},reversible,D2,K(29/69)
10_33,Y,10a_109,194,[6; 12; 14; 16; 18; 4; 2; 20; 10; 8],[311113],{-1; 2; -3; 4; -5; 1; -6; 7; -8; 9; -4; 3; -2; 5; -10; 6; -9; 8; -7; 10},[[6;2;7;1];[14;6;15;5];[20;15;1;16];[16;7;17;8];[8;19;9;20];[18;9;19;10];[10;17;11;18];[2;14;3;13];[12;4;13;3];[4;12;5;11]],10,1,2,5,12,{1;1;2;-1;2;-3;2;-3;-3;-4;3;-4},fully amphicheiral,D4,K(18/65)
10_34,Y,10a_19,104,[4; 8; 14; 2; 20; 18; 16; 6; 12; 10],[2512],{1; -2; 3; -4; 5; -1; 2; -5; 6; -7; 8; -9; 10; -3; 4; -10; 9; -8; 7; -6},[[1;7;2;6];[3;14;4;15];[5;9;6;8];[7;3;8;2];[9;20;10;1];[11;18;12;19];[13;16;14;17];[15;4;16;5];[17;12;18;13];[19;10;20;11]],10,2,2,5,12,{-1;-1;-1;-2;1;-2;-3;2;4;-3;4;4},reversible,D2,K(13/37)
10_35,Y,10a_23,108,[4; 8; 16; 10; 2; 20; 18; 6; 14; 12],[2422],{1; -2; 3; -4; 2; -5; 6; -7; 8; -1; 9; -8; 7; -6; 5; -10; 4; -3; 10; -9},[[1;11;2;10];[3;18;4;19];[5;3;6;2];[7;14;8;15];[9;12;10;13];[11;1;12;20];[13;8;14;9];[15;6;16;7];[17;4;18;5];[19;17;20;16]],10,2,2,6,11,{1;-2;1;-2;-3;2;4;-3;-5;4;-5},reversible,D2,K(20/49)
